,name,host_id,host_name,host_is_superhost,host_listings_count,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,amenities_ct,days_as_host,bathrooms,hrr
5939,#7F#Hidden Gem-Comfy Family Home in Akihabara/Ueno,252490870,家家,Non-Superhost,14.0,35.70425,139.77777,Entire condominium,Entire home/apt,10,1.0,2.0,14250.0,1,1125,40,22,4.64,4.64,4.45,4.77,4.77,4.59,4.5,1.09,38,841,1.0,1.0
5940,#301#1BR Japanese Style Home near Akihabara/Ueno,252490870,家家,Non-Superhost,14.0,35.70291,139.77954,Private room in house,Private room,2,1.0,1.0,4275.0,1,1125,70,7,5.0,4.71,4.86,5.0,5.0,5.0,5.0,1.0,32,841,1.0,1.0
5941,601/MAX 7guests/Ryogoku/Asakusa/Skytree,177955651,Hostel-Inn Tokyo Ryogoku,Superhost,12.0,35.70215,139.79862,Entire apartment,Entire home/apt,7,2.0,6.0,24187.0,1,15,21,36,4.83,4.86,4.81,4.86,4.81,4.56,4.81,1.78,36,1226,1.5,1.0
5945,【PCデスク・チェア完備】スカイ302★押上駅徒歩２分｜無料Wi-Fi(高速・無制限)｜,299176279,Nao,Superhost,8.0,35.70925,139.81466,Entire apartment,Entire home/apt,3,1.0,1.0,4086.0,2,60,44,21,4.9,4.76,4.76,4.71,4.95,5.0,4.9,0.98,25,658,1.0,1.0
5946,【PCデスク・チェア完備】スカイ401★押上駅徒歩２分｜無料Wi-Fi(高速・無制限),299176279,Nao,Superhost,8.0,35.70732,139.81573,Entire apartment,Entire home/apt,3,1.0,1.0,4086.0,2,60,51,34,4.82,4.85,4.74,4.97,4.85,4.97,4.74,1.65,26,658,1.0,1.0
5947,130sqm/24PAX/15beds/JRKomagome2min/Shinjuku16min,299206258,Satellite Tokyo,Superhost,4.0,35.73666,139.75026,Room in aparthotel,Entire home/apt,16,5.0,14.0,34800.0,7,180,130,20,4.95,5.0,4.9,5.0,4.95,4.8,4.75,0.96,37,658,3.0,1.0
5949,Max5person/JR上野/浅草/秋葉原/3double bed/Room WiFi free,287790951,Miho,Superhost,20.0,35.7219,139.78999,Entire apartment,Entire home/apt,4,2.0,3.0,4000.0,7,1125,21,23,4.91,4.96,4.87,5.0,5.0,4.61,4.65,1.08,33,699,1.5,0.7
5950,Near station 6 min/Free wifi/Max 4 guests#3102,253559407,Eri,Non-Superhost,29.0,35.74947,139.74633,Entire apartment,Entire home/apt,4,1.0,2.0,3532.0,1,365,269,15,4.47,4.87,4.67,4.67,4.73,4.73,4.73,0.78,31,837,1.0,1.0
5951,Near station 6 min/Free wifi/Max 4 guests#3103,253559407,Eri,Non-Superhost,29.0,35.74839,139.74457,Entire apartment,Entire home/apt,5,1.0,3.0,3779.0,1,365,269,15,4.33,4.8,4.4,4.73,4.87,4.2,4.4,0.72,29,837,1.0,1.0
5952,Near station 6 min/Free wifi/Max 4 guests#104,253559407,Eri,Non-Superhost,29.0,35.74782,139.74484,Entire apartment,Entire home/apt,4,1.0,2.0,3204.0,1,365,269,13,4.54,4.54,4.23,4.85,4.69,4.31,4.46,0.64,32,837,1.0,1.0
5953,"Retro Cute TSUMUGI House, Kamata, NrHaneda Airport",1160146,Miko,Non-Superhost,1.0,35.55521,139.73203,Entire house,Entire home/apt,5,1.0,3.0,8119.0,1,60,62,14,4.64,4.86,4.5,4.93,4.86,4.36,4.64,0.73,34,3597,1.0,1.0
5956,2min JR Komagome|Yamanote Line|Max4|WIFI|Hoshi203,68939316,Scott,Non-Superhost,11.0,35.73647,139.75191,Entire apartment,Entire home/apt,4,1.0,2.0,3450.0,2,1125,365,3,4.67,4.33,4.33,4.67,4.67,5.0,5.0,1.58,23,1912,1.0,1.0
5957,Near Ikebukuro Sta. 2 single beds for 2 ppl☆,299410342,Ou,Non-Superhost,2.0,35.73789,139.70549,Entire apartment,Entire home/apt,2,1.0,2.0,5571.0,1,30,73,21,4.62,4.81,4.71,4.81,4.71,4.29,4.62,1.08,23,657,1.0,1.0
5958,【QUOカード】1泊ごと3000円分♪ブルックリン新宿！大久保駅まで徒歩7分＆新宿駅も近い♪#502,240574838,Mari,Superhost,1.0,35.69843,139.69307,Entire condominium,Entire home/apt,4,1.0,2.0,50800.0,2,65,0,2,4.5,5.0,4.0,4.5,4.5,4.5,4.5,0.12,28,899,1.0,1.0
5959,Nearest Sta 2mins/Easy to Shinjuku&Tokyo Sta by JR,70438155,MingJuan,Non-Superhost,18.0,35.73692,139.75162,Entire apartment,Entire home/apt,12,3.0,5.0,35246.0,2,1125,162,2,4.5,4.0,4.5,4.0,4.5,5.0,4.5,0.1,37,1902,3.0,1.0
5966,NEWLY OPEN ! Shinjyuku!  4 stations nearby,34622264,Tanuki,Superhost,0.0,35.71333,139.68346,Entire house,Entire home/apt,9,4.0,8.0,90714.0,1,90,365,14,4.93,5.0,4.86,5.0,5.0,4.71,4.57,0.69,30,2242,2.0,1.0
5967,"Nostalgic old town, Whole private house, Max 10ppl",299611076,Hiroki & Manami,Superhost,1.0,35.72354,139.81455,Entire house,Entire home/apt,10,4.0,2.0,32857.0,2,31,170,11,5.0,5.0,5.0,4.73,4.91,4.64,4.73,0.52,30,657,1.0,1.0
5969,JR Ueno station 4 min on foot! Mixed Dormitory with Wi-fi,299624387,ｸﾞﾘｯｽﾞ東京上野駅前,Superhost,6.0,35.71459,139.78043,Shared room in hostel,Shared room,1,1.0,1.0,3312.0,1,180,255,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.08,13,656,1.0,1.0
5970,JR Ueno station 4 min on foot!  Female Dormitory room with Wi-fi,299624387,ｸﾞﾘｯｽﾞ東京上野駅前,Superhost,6.0,35.71472,139.78021,Shared room in hostel,Shared room,1,1.0,1.0,3312.0,1,180,255,1,4.0,4.0,5.0,5.0,4.0,5.0,5.0,0.05,13,656,1.0,1.0
5971,JR Ueno station 4 min on foot! Private double room with Wi-fi,299624387,ｸﾞﾘｯｽﾞ東京上野駅前,Superhost,6.0,35.71632,139.78004,Room in hotel,Private room,2,1.0,1.0,11178.0,1,180,253,6,5.0,5.0,5.0,5.0,4.83,5.0,4.83,0.31,14,656,1.0,1.0
5972,JR Ueno station 4 min on foot! Private room for 5 persons with Wi-fi,299624387,ｸﾞﾘｯｽﾞ東京上野駅前,Superhost,6.0,35.71464,139.77991,Private room in hostel,Private room,5,1.0,3.0,11845.0,1,180,110,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,13,656,1.0,1.0
5973,JR Ueno station 4 min on foot! Private room for 6 persons with Wi-fi,299624387,ｸﾞﾘｯｽﾞ東京上野駅前,Superhost,6.0,35.71607,139.78042,Private room in hostel,Private room,6,1.0,3.0,16656.0,1,180,110,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.05,13,656,1.0,1.0
5976,Cozy Dorm! 5-bed dormitory in bunkyo blanc,148049239,Sam,Non-Superhost,3.0,35.72471,139.75603,Shared room in house,Shared room,5,1.0,5.0,3000.0,1,30,90,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,24,1422,1.5,1.0
5978,Good old! Modern Room for 5 people in bunkyo blanc,148049239,Sam,Non-Superhost,3.0,35.7231,139.7568,Private room in house,Private room,5,1.0,5.0,8000.0,1,30,89,5,4.8,5.0,4.2,5.0,5.0,5.0,5.0,0.23,20,1422,1.5,1.0
5979,Modern Japanese-Style Double Room in bunkyo blanc,148049239,Sam,Non-Superhost,3.0,35.72327,139.75457,Private room in house,Private room,2,1.0,0.0,6000.0,1,30,89,5,4.8,4.6,4.8,5.0,5.0,5.0,4.8,0.25,22,1422,1.5,1.0
5981,【ROOM 101】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70642,139.82238,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,0,33,4.7,4.76,4.55,4.55,4.58,4.3,4.67,1.59,22,656,1.0,1.0
5982,Near Ikebukuro Sta 6ppl♪Maisonette type room☆,299410342,Ou,Non-Superhost,2.0,35.73938,139.70644,Entire apartment,Entire home/apt,6,3.0,4.0,7429.0,1,60,73,26,4.73,4.77,4.92,4.92,4.88,4.5,4.65,1.22,24,657,2.0,1.0
5984,Ueno/asakusa/tokyo sky tree on foot Direct arrival,234477095,Vivian,Non-Superhost,13.0,35.71972,139.7886,Entire apartment,Entire home/apt,6,2.0,6.0,13500.0,3,1125,90,8,4.88,4.75,5.0,4.75,4.75,4.63,4.75,0.38,23,927,1.5,1.0
5985,Spacious house! Perfect for long term MK104,297536882,Sugita,Non-Superhost,3.0,35.70264,139.80146,Entire house,Entire home/apt,10,3.0,6.0,10900.0,1,365,68,34,4.85,4.79,4.76,4.88,4.94,4.38,4.76,1.67,22,665,1.0,1.0
5987,Central Newly Modern House/Walkable to Shinjuku【A】,299849921,Global,Non-Superhost,2.0,35.69996,139.68878,Entire apartment,Entire home/apt,6,2.0,3.0,13000.0,1,1125,77,22,4.68,4.77,4.73,4.73,4.64,4.18,4.55,1.14,22,656,1.0,1.0
5988,Central Newly Modern House/Walkable to Shinjuku【B】,299849921,Global,Non-Superhost,2.0,35.69996,139.68878,Entire apartment,Entire home/apt,6,2.0,4.0,12300.0,1,1125,62,17,4.88,4.82,4.94,4.47,5.0,4.47,4.76,0.81,22,656,1.0,1.0
5990,テレワークに最適！Near Mt. Takao and Hosei University ♯102,172315948,Yuko,Superhost,3.0,35.63047,139.31005,Entire apartment,Entire home/apt,1,1.0,1.0,3286.0,1,1125,69,36,4.92,4.94,4.83,5.0,4.97,4.67,4.94,1.81,36,1258,1.0,1.0
5991,#202 Comfy Guest Room in Shinjuku / 3min Station,294212985,Akemi,Superhost,7.0,35.69714,139.71041,Entire apartment,Entire home/apt,4,1.0,2.0,5857.0,2,1125,166,16,4.69,4.81,4.81,4.88,4.94,4.75,4.5,0.78,29,677,1.0,1.0
5993,Minimalistic 1BDR Apt in Shinjuku,300205491,Iori,Superhost,2.0,35.69949,139.70333,Entire apartment,Entire home/apt,4,1.0,2.0,24446.0,1,90,67,24,4.67,4.88,4.63,4.46,4.88,4.71,4.58,1.41,24,655,1.0,1.0
5994,[70% off]Private house near Shinagawa,173962342,Akihiro,Superhost,10.0,35.61653,139.72281,Entire house,Entire home/apt,13,3.0,7.0,28000.0,1,200,136,29,4.72,4.62,4.72,4.83,4.9,4.55,4.83,1.42,24,1248,2.0,1.0
5995,Elegant Modern Apt. in Higashi-Shinjuku,300205491,Iori,Superhost,2.0,35.69734,139.7049,Entire apartment,Entire home/apt,4,1.0,2.0,31241.0,1,90,72,15,4.8,4.73,4.8,4.73,4.87,4.87,4.6,0.75,23,655,1.0,1.0
5996,Near Asakusa/Skytree★Newly House 3LDK For Families,300407268,Henri,Superhost,0.0,35.73794,139.82036,Entire house,Entire home/apt,10,3.0,5.0,15000.0,1,365,163,52,4.9,4.92,4.92,4.98,4.96,4.52,4.88,2.45,36,653,1.0,1.0
5997,NearJR Nishihachiouji st. Close to Takao-san.,215836342,Keii,Non-Superhost,1.0,35.65475,139.3081,Entire apartment,Entire home/apt,2,1.0,0.0,3500.0,20,45,0,4,4.75,4.75,4.75,4.5,4.25,4.5,5.0,0.19,15,1037,1.0,1.0
5998,【Goto対象】四ツ木駅徒歩3分★フルリノべ済、浅草8分、スカイツリー5分フレンチおしゃれな丸貸戸建,300415190,Riko,Superhost,0.0,35.73091,139.8353,Entire house,Entire home/apt,8,2.0,4.0,9429.0,5,365,333,30,4.77,4.97,4.63,4.97,4.93,4.9,4.9,1.46,37,653,1.5,1.0
6000,人が少ない静かな住宅街_羽田空港アクセス抜群、伝統の和室とモダンな洋室両方楽しめる_ゆったり47平米,300489871,立東,Superhost,0.0,35.58062,139.729721,Entire house,Entire home/apt,6,2.0,1.0,5214.0,2,1125,150,11,5.0,4.82,4.91,5.0,5.0,5.0,5.0,0.56,35,653,1.0,1.0
6001,【ROOM 201】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.7061,139.8216,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,0,13,4.85,4.62,4.54,4.92,4.85,4.77,4.62,0.67,22,656,1.0,1.0
6002,4 min Koenji Sta. Live houses. Street music area,52363549,Takuto,Non-Superhost,4.0,35.70574,139.65166,Entire apartment,Entire home/apt,2,1.0,1.0,8000.0,1,1125,147,13,4.62,4.77,4.85,4.77,4.92,4.85,4.62,0.76,26,2033,1.0,0.8
6003,MonthHOYO東京Akasaka#603/3min from Akasaka sta+wifi,198552582,Masa,Non-Superhost,45.0,35.6731,139.73648,Entire serviced apartment,Entire home/apt,4,1.0,4.0,5483.0,30,1125,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.06,28,1118,1.0,1.0
6004,MonthHOYO東京Akasaka#802/1min from Akasaka sta+wifi,198552582,Masa,Non-Superhost,45.0,35.67337,139.7378,Entire apartment,Entire home/apt,4,1.0,2.0,12610.0,30,1125,156,3,5.0,4.67,4.67,5.0,5.0,5.0,4.67,0.46,31,1118,1.0,1.0
6005,MonthHOYO東京Akasaka#904/1min from Akasaka sta+wifi,198552582,Masa,Non-Superhost,45.0,35.67525,139.73662,Entire serviced apartment,Entire home/apt,4,1.0,2.0,11999.0,30,1125,159,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.17,33,1118,1.0,1.0
6006,MonthHOYO東京Akasaka#1001/3min from Akasaka sta+Wifi,198552582,Masa,Non-Superhost,45.0,35.67321,139.73751,Entire serviced apartment,Entire home/apt,4,1.0,1.0,6579.0,30,1125,0,2,4.5,4.5,3.5,5.0,5.0,5.0,5.0,0.35,35,1118,1.0,1.0
6007,"Japanese traditional home, easy access Every TOKYO",57032843,Aki,Superhost,3.0,35.57385,139.73288,Entire house,Entire home/apt,6,2.0,3.0,97429.0,2,365,173,11,4.82,4.82,4.82,4.82,4.91,4.91,4.82,0.57,28,1996,1.5,1.0
6009,Near station 6 min/Free wifi/Max 6 guests#3105,253559407,Eri,Non-Superhost,29.0,35.74981,139.74422,Entire apartment,Entire home/apt,6,1.0,3.0,3204.0,1,365,241,14,4.5,4.86,4.71,4.86,4.86,4.14,4.57,0.69,29,837,1.0,1.0
6010,Near station 6 min/Free wifi/Max 6 guests#3106,253559407,Eri,Non-Superhost,29.0,35.74951,139.74449,Entire apartment,Entire home/apt,5,1.0,3.0,3450.0,1,365,263,15,4.6,4.8,4.73,4.87,4.93,4.8,4.87,0.71,33,837,1.0,1.0
6011,Near station 6 min/Free wifi/Max 5 guests#3107,253559407,Eri,Non-Superhost,29.0,35.74945,139.7445,Entire apartment,Entire home/apt,5,1.0,3.0,3532.0,1,365,266,24,4.63,4.63,4.54,4.83,4.67,4.21,4.71,1.25,34,837,1.0,1.0
6012,【PCデスク・チェア完備】スカイ802★押上駅徒歩２分｜(高速・無制限)｜,299176279,Nao,Superhost,8.0,35.70929,139.81607,Entire apartment,Entire home/apt,3,1.0,1.0,4229.0,2,60,53,32,4.84,4.81,4.72,4.84,4.91,4.94,4.72,1.56,25,658,1.0,1.0
6013,【PCデスク・チェア完備】スカイ701★押上駅徒歩２分｜無料Wi-Fi(高速・無制限)｜,299176279,Nao,Superhost,8.0,35.70734,139.81571,Entire apartment,Entire home/apt,3,1.0,1.0,4229.0,2,60,62,21,4.67,4.9,4.62,5.0,5.0,5.0,4.71,1.0,25,658,1.0,1.0
6014,【PCデスク・チェア完備】スカイ601★押上駅徒歩２分｜無料Wi-Fi(高速・無制限)｜,299176279,Nao,Superhost,8.0,35.709,139.81588,Entire apartment,Entire home/apt,3,1.0,1.0,4086.0,2,60,55,39,4.77,4.82,4.77,4.92,4.9,4.9,4.64,1.81,25,658,1.0,1.0
6015,【PCデスク・チェア完備】スカイ502★押上駅徒歩２分｜無料Wi-Fi(高速・無制限)｜,299176279,Nao,Superhost,8.0,35.70891,139.81447,Entire apartment,Entire home/apt,3,1.0,1.0,4714.0,2,60,38,23,4.91,4.87,4.78,4.83,4.96,4.96,4.78,1.09,24,658,1.0,1.0
6016,牡丹　BOTAN,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69529,139.70741,Room in hotel,Private room,8,2.0,3.0,11554.0,1,1125,88,6,4.67,4.67,4.67,4.83,4.5,4.33,4.5,0.46,9,872,2.0,1.0
6017,菫　SUMIRE,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69359,139.70724,Room in hotel,Private room,4,1.0,4.0,7986.0,1,1125,86,16,4.5,4.69,4.75,4.31,4.63,4.88,4.81,1.47,11,872,1.0,1.0
6018,菘　SUZUNA,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69565,139.7071,Room in hotel,Private room,2,1.0,1.0,4551.0,1,1125,89,22,4.36,4.64,4.86,4.45,4.59,4.59,4.64,1.34,10,872,1.0,1.0
6019,茜　AKANE,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69411,139.70742,Room in hotel,Private room,2,1.0,1.0,4551.0,1,1125,87,4,4.25,4.5,3.75,4.25,4.25,4.75,4.5,0.37,10,872,1.0,1.0
6020,藤　FUJI,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69381,139.7074,Room in hotel,Private room,3,1.0,1.0,4551.0,1,1125,88,3,4.0,4.33,4.67,4.67,4.67,4.33,4.67,0.19,11,872,1.0,1.0
6021,蓮　HASU,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69576,139.70728,Room in hotel,Private room,7,2.0,3.0,11269.0,1,1125,86,30,4.67,4.77,4.63,4.67,4.73,4.7,4.77,2.24,10,872,1.0,1.0
6022,葵　AOI,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.6944,139.70724,Room in hotel,Private room,5,1.0,5.0,5123.0,1,1125,42,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.09,11,872,1.0,1.0
6023,桔梗　KIKYOU,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69553,139.70918,Room in hotel,Private room,2,1.0,2.0,4551.0,1,1125,40,5,5.0,5.0,4.8,4.6,5.0,5.0,5.0,0.34,11,872,1.0,1.0
6024,桜　SAKURA,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69507,139.70927,Room in hotel,Private room,5,1.0,3.0,6123.0,1,1125,42,13,4.15,4.69,4.69,4.46,4.54,4.46,4.46,0.89,11,872,1.0,1.0
6025,椿　TUBAKI,246127193,ｴﾙｴｰ3,Non-Superhost,19.0,35.69411,139.7076,Room in hotel,Private room,4,1.0,3.0,5409.0,1,1125,42,3,4.67,5.0,5.0,5.0,5.0,5.0,5.0,0.27,11,872,1.0,1.0
6026,Asakusa Sta 2min walk・Sensoji  2min・Ueno Sta 4min,274793900,Miki,Non-Superhost,9.0,35.71264,139.79566,Entire apartment,Entire home/apt,3,1.0,1.0,3000.0,1,29,355,27,4.81,4.7,4.96,4.85,4.81,5.0,4.85,1.27,43,742,1.0,1.0
6029,Single villa in Tokyo/2 bathrooms/up to 13 people,300929484,Mizuki,Non-Superhost,1.0,35.7654,139.67531,Entire house,Entire home/apt,13,4.0,6.0,14629.0,2,1125,198,12,5.0,5.0,4.92,5.0,5.0,4.58,5.0,0.56,21,651,2.0,0.5
6030,JR山手线駒込2分豪华三室公寓,43826309,Momo,Superhost,28.0,35.73847,139.75137,Entire apartment,Entire home/apt,12,3.0,7.0,12000.0,2,1125,162,4,4.75,5.0,5.0,5.0,4.25,5.0,5.0,0.2,14,2140,3.0,1.0
6031,【ROOM 801】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70481,139.82034,Entire apartment,Entire home/apt,4,1.0,1.0,9000.0,1,365,166,151,4.71,4.75,4.63,4.54,4.73,4.32,4.62,7.41,22,656,1.0,1.0
6032,【ROOM 702】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70577,139.82031,Entire apartment,Entire home/apt,4,1.0,2.0,7800.0,1,365,164,20,4.65,4.8,4.8,4.45,4.7,4.05,4.65,0.97,23,656,1.0,1.0
6033,【ROOM 701】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70418,139.82231,Entire apartment,Entire home/apt,4,1.0,2.0,7800.0,1,365,155,38,4.61,4.66,4.32,4.45,4.76,4.21,4.71,1.94,21,656,1.0,1.0
6034,【ROOM 602】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70621,139.82067,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,164,39,4.46,4.62,4.36,4.56,4.74,4.18,4.59,1.87,23,656,1.0,1.0
6035,【ROOM 601】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70605,139.8223,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,163,25,4.64,4.8,4.28,4.56,4.68,4.4,4.76,1.23,23,656,1.0,1.0
6036,【ROOM 502】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70426,139.82009,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,156,34,4.47,4.74,4.53,4.53,4.68,4.15,4.71,1.65,24,656,1.0,1.0
6037,【ROOM 501】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70412,139.82074,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,164,28,4.57,4.71,4.46,4.46,4.71,4.25,4.79,1.34,23,656,1.0,1.0
6038,【ROOM 402】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70418,139.82008,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,0,22,4.27,4.55,4.41,4.45,4.59,4.18,4.55,1.04,22,656,1.0,1.0
6039,【ROOM 401】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70595,139.82023,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,0,22,4.91,4.77,4.64,4.82,4.86,4.27,4.73,1.05,22,656,1.0,1.0
6040,Monthly HOYO東京Shibuya#105/10min from Shibuya Sta.,198552582,Masa,Non-Superhost,45.0,35.65783,139.69457,Entire condominium,Entire home/apt,3,1.0,0.0,4386.0,30,1125,61,2,4.0,4.0,4.0,5.0,5.0,5.0,4.5,0.44,24,1118,0.5,1.0
6041,【ROOM 302】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.7062,139.82052,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,0,39,4.72,4.56,4.77,4.51,4.62,4.33,4.74,2.05,23,656,1.0,1.0
6042,【ROOM 301】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70449,139.82239,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,0,49,4.57,4.61,4.63,4.47,4.59,3.9,4.55,2.36,22,656,1.0,1.0
6043,【ROOM 202】 SKYTREE VIEW! 1LDK! MAX 4PPL FREE WIFI!,299640502,Mio,Non-Superhost,14.0,35.70598,139.82234,Entire apartment,Entire home/apt,4,1.0,2.0,7200.0,1,365,0,38,4.5,4.55,4.42,4.39,4.61,4.16,4.58,1.83,24,656,1.0,1.0
6044,2F/🐈shrine inn⛩ 2rooms ★weekday ★longstay discount,120678368,Mie,Non-Superhost,1.0,35.72104,139.76716,Private room in house,Private room,2,1.0,2.0,5857.0,1,1125,364,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.1,31,1589,1.0,1.0
6046,Sunshine Tower 602 东京塔高级公寓,49124251,Yurie友里恵,Non-Superhost,39.0,35.65221,139.74522,Private room in apartment,Private room,2,1.0,2.0,14899.0,1,90,48,5,4.8,4.8,5.0,4.6,4.6,5.0,4.6,0.25,24,2074,1.5,1.0
6047,Sunshine Tower 601 东京塔高级公寓,49124251,Yurie友里恵,Non-Superhost,39.0,35.65221,139.74735,Entire apartment,Entire home/apt,3,1.0,3.0,18000.0,1,90,32,18,4.56,4.89,4.67,5.0,4.83,4.94,4.72,0.85,27,2074,1.5,1.0
6051,"205 A wondeful, stylish convenient sparkling clean",138109993,Sae,Superhost,1.0,35.68506,139.62758,Entire condominium,Entire home/apt,2,1.0,2.0,5500.0,7,180,89,4,4.75,5.0,5.0,5.0,5.0,5.0,4.5,0.2,37,1479,1.0,1.0
6052,OPENSALE#nearAsakusa&Ueno#Airport1h#designHotel#1F,286010439,佐藤,Non-Superhost,0.0,35.72543,139.82192,Entire apartment,Entire home/apt,5,1.0,5.0,30000.0,1,1125,180,7,4.57,5.0,4.71,4.29,5.0,4.71,4.71,0.35,17,705,1.0,1.0
6053,OPENSALE#nearAsakusa#Airport1hour#designers#2F,286010439,佐藤,Non-Superhost,0.0,35.72553,139.82188,Entire apartment,Entire home/apt,5,1.0,5.0,30000.0,1,1125,180,10,4.8,4.9,5.0,4.7,4.7,4.8,5.0,0.48,15,705,1.0,1.0
6054,テレワークに最適！Near Mt. Takao and Hosei University #211,172315948,Yuko,Superhost,3.0,35.63341,139.31168,Entire apartment,Entire home/apt,1,1.0,1.0,3043.0,1,1125,82,31,4.97,4.94,4.77,4.97,5.0,4.65,4.94,1.46,35,1258,1.0,1.0
6055,寝室2部屋 JR山手線大塚駅より徒歩1分 Wi-Fi完備 パーティ・リモートワーク用としても！,301455164,Jun,Superhost,1.0,35.73296,139.72725,Entire apartment,Entire home/apt,6,2.0,3.0,8500.0,1,1125,90,30,4.86,4.9,4.93,4.69,4.9,4.79,4.83,1.41,24,649,1.0,1.0
6056,【最低価格保証・現地手数料無料】【YUKI TOKYO/101 Mint】直达新宿秋叶原浅草寺皇居,118924749,未雪,Superhost,10.0,35.68825,139.83751,Entire condominium,Entire home/apt,4,1.0,2.0,4000.0,2,1125,259,14,4.79,4.86,5.0,5.0,4.93,4.93,4.71,0.66,30,1600,1.5,1.0
6058,【最低価格保証・現地手数料無料】 【YUKI TOKYO/102Matcha】直达新宿秋叶原浅草寺,118924749,未雪,Superhost,10.0,35.6882,139.83764,Entire condominium,Entire home/apt,4,1.0,2.0,4000.0,2,1125,258,17,4.76,4.94,4.71,4.94,4.88,4.82,4.82,0.81,30,1600,1.0,1.0
6063,【最低価格保証・現地手数料無料】 【YUKI TOKYO/103 Blueberrie】直达新宿浅草,118924749,未雪,Superhost,10.0,35.68809,139.83831,Entire condominium,Entire home/apt,4,1.0,2.0,5000.0,3,1125,222,23,4.83,4.83,4.91,4.78,4.83,4.74,4.65,1.13,30,1600,1.0,1.0
6075,[Isolation after entering JPN][APT pickup] AirStay,129096261,Chisaki,Superhost,26.0,35.76401,139.8487,Entire apartment,Entire home/apt,9,2.0,2.0,13241.0,2,365,259,32,4.78,4.94,4.69,4.91,5.0,4.88,4.78,1.58,53,1536,1.0,1.0
6076,調布駅から徒歩5分。新宿まで電車で15分。 味の素スタジアム・武蔵野の森総合スポーツプラザ近い,45623186,Satomi,Superhost,1.0,35.65155,139.54864,Private room in house,Private room,3,2.0,6.0,3000.0,2,30,167,7,5.0,5.0,5.0,4.86,5.0,4.86,5.0,0.34,31,2118,1.0,1.0
